,count,like,link,program,title,crawling_day,crawling_time,genre,personal
0,"296,815",422,https://tv.naver.com/v/13143170/list/67096,아내의 맛,한번 보고 바로 계약?! 마마 아파트 ✧FLEX✧,2020.04.01,9,예능,0
1,"510,441",770,https://tv.naver.com/v/13143112/list/67096,아내의 맛,짠소원네 방 부족해 집 사주는 파파 클라쓰..乃,2020.04.01,9,예능,0
2,"157,321",185,https://tv.naver.com/v/13143229/list/67096,아내의 맛,산골 빌라 ⋄농장 뷰⋄ 1년치 대파 해결 가능ㅋㅋ,2020.04.01,9,예능,0
3,"108,648",219,https://tv.naver.com/v/13143073/list/67096,아내의 맛,어우 ⧛파 냄새!⧚ 식신파 보스 마마 화보 촬영 中,2020.04.01,9,예능,0
4,"83,620",165,https://tv.naver.com/v/13143164/list/67096,아내의 맛,↖니킥 작렬↗ 함소원 링 위의 여전사 시절.. 찐이다..,2020.04.01,9,예능,0
5,"144,207",146,https://tv.naver.com/v/13143115/list/67096,아내의 맛,며느리 머리채 잡기ㅋㅋ 오늘만 공식 허용 ? ʘ̥_ʘ,2020.04.01,9,예능,0
6,"80,417",14,https://tv.naver.com/v/13144748/list/67096,뉴스는 YTN,홍준표·이언주 살아 돌아올까?...격전지 여론조사,2020.04.01,9,뉴스,0
7,"43,750",9,https://tv.naver.com/v/13145084/list/67096,MBC뉴스,한 건물서 200명 넘게 '확진'…'집단감염' 심각,2020.04.01,9,뉴스,0
8,"51,475",24,https://tv.naver.com/v/12972428/list/67096,UNICON,사진 한장으로 인생 역전한 알바들!!,2020.04.01,9,예능,1
9,"151,861","1,481",https://tv.naver.com/v/13141091/list/67096,날씨가 좋으면 찾아가겠어요,껌딱지처럼 붙어있는 박민영♥서강준 (시작부터 꽁냥꽁냥),2020.04.01,9,드라마,0
10,"42,065",7,https://tv.naver.com/v/13145561/list/67096,SBS뉴스,"""우한 화장장에 5천 개 유골함 운반"" 논란…입장 바꾼 中",2020.04.01,9,뉴스,0
11,"66,458",132,https://tv.naver.com/v/13142990/list/67096,아내의 맛,함소원 코 수술 5번? 💢무차별 폭격💢 남편 배신,2020.04.01,9,예능,0
12,"61,890",98,https://tv.naver.com/v/13142995/list/67096,아내의 맛,마마 시술 효과😎 이중 턱 삭제 »» 견적은 얼마?💰,2020.04.01,9,예능,0
13,"82,564",174,https://tv.naver.com/v/13143056/list/67096,아내의 맛,😝큐티 짠소원😝 45세의 귀여움이란? 어깨승천 ୧(＂̮)୨,2020.04.01,9,예능,0
14,"351,386","1,080",https://tv.naver.com/v/13064871/list/67096,콬TV,"너구나, 김연두가? [일진에게 찍혔을 때2] EP01",2020.04.01,9,드라마,0
15,"70,237",595,https://tv.naver.com/v/13144374/list/67096,뉴스는 YTN,코로나 공포 속 아이 구한 '용감한 대구시민',2020.04.01,9,뉴스,0
16,"663,110","10,111",https://tv.naver.com/v/12839270/list/67096,미스터트롯,✪주먹 장인✪ 임히어로 출격↗ 임영웅 ‘두 주먹’♩,2020.04.01,9,예능,0
17,"47,848","7,801",https://tv.naver.com/v/13092968/list/67096,쇼! 음악중심,강다니엘 -2U (KANG DANIEL -2U),2020.04.01,9,예능,0
18,"58,974",105,https://tv.naver.com/v/13143065/list/67096,아내의 맛,간식 스나이퍼 마마 ✖이성 상실✖ 과자님 사망(-),2020.04.01,9,예능,0
19,"199,746",518,https://tv.naver.com/v/13142313/list/67096,아내의 맛,“제 마음속 1등이에요♡” 갑자기 분위기 소개팅~,2020.04.01,9,예능,0
20,"58,587",78,https://tv.naver.com/v/13143227/list/67096,아내의 맛,의왕시 HOT한 관광코스(?) ▸짠소원 생가 투어◂,2020.04.01,9,예능,0
21,"23,077",33,https://tv.naver.com/v/13080088/list/67096,김형준의 인사이드MLB,170km를 던진다고? 만우절 같은 투수들 | 김형준,2020.04.01,9,스포츠,0
22,"43,036",26,https://tv.naver.com/v/13144827/list/67096,MBC뉴스,"훔친 차로 질주한 10대들…""배달 청년 사망""",2020.04.01,9,뉴스,0
23,"34,956",0,https://tv.naver.com/v/13145948/list/67096,JTBC뉴스,의정부성모병원 10명 추가 확진…2500여 명 집단감염 우려,2020.04.01,9,뉴스,0
24,"209,412","5,651",https://tv.naver.com/v/13069728/list/67096,미스터트롯의 맛,김호중 트롯 데뷔 무산된 그 곡 ‘너나 나나’♬,2020.04.01,9,예능,0
25,"14,119",0,https://tv.naver.com/v/13146127/list/67096,SBSCNBC뉴스,오늘부터 달라지는 ‘코로나 대출’ A~Z…준비할 서류는,2020.04.01,9,뉴스,0
26,"25,421","1,392",https://tv.naver.com/v/13114349/list/67096,로드 투 킹덤,[사전 선호도 조사] 펜타곤 (PENTAGON) 퍼포먼스 미리보기,2020.04.01,9,예능,0
27,"87,701",433,https://tv.naver.com/v/13142311/list/67096,아내의 맛,장민호의 이상형 수수한 수지..?! 집단 발끈 💢,2020.04.01,9,예능,0
28,"58,579",36,https://tv.naver.com/v/13128697/list/67096,SBS뉴스,[친절한 경제] '나는 소득 하위 70%일까?'…대략 기준 보니,2020.04.01,9,뉴스,0
29,"89,698","1,014",https://tv.naver.com/v/13141259/list/67096,날씨가 좋으면 찾아가겠어요,※연애세포 자극 주의※ 박민영이 서강준을 깨우는 방법♡,2020.04.01,9,드라마,0
30,"49,473",265,https://tv.naver.com/v/13142268/list/67096,아내의 맛,※심장 폭발※ 레드카펫 밟으며 등장한 장민호!,2020.04.01,9,예능,0
31,"39,855",158,https://tv.naver.com/v/13142266/list/67096,아내의 맛,“지금 나와~!” 장.민.호 석자로 식탁 물주로ㅋㅋ,2020.04.01,9,예능,0
32,"19,256",8,https://tv.naver.com/v/13145121/list/67096,뉴스는 YTN,"[자막뉴스] ""문 대통령 임기 끝나면 (교도소) 무상급식 먹이면 된다""",2020.04.01,9,뉴스,0
33,"58,181",560,https://tv.naver.com/v/13142037/list/67096,날씨가 좋으면 찾아가겠어요,[씁쓸 엔딩] 날씨가 좋아지면... 너도 결국 돌아갈 거잖아,2020.04.01,9,드라마,0
34,"51,435",227,https://tv.naver.com/v/13142310/list/67096,아내의 맛,장민호를 위한 상다리 부러지는 ✦6첩 밥상✦,2020.04.01,9,예능,0
35,"51,854",53,https://tv.naver.com/v/13115483/list/67096,빡무,역대 황당 끝내기 모음,2020.04.01,9,스포츠,1
36,"657,449","10,316",https://tv.naver.com/v/13068277/list/67096,미스터트롯의 맛,✪임히어로✪ 제2의 인생곡! 임영웅 ‘연모’♪ ,2020.04.01,9,예능,0
37,"4,692",19,https://tv.naver.com/v/13146320/list/67096,맛 좀 보실래요,"“넌 나보다 훨씬 강하고 훨씬 멋있어” 김정화, 심이영 향해 늘어놓는 칭찬!",2020.04.01,9,드라마,0
38,"174,947","3,817",https://tv.naver.com/v/13103820/list/67096,복면가왕,'주윤발' 의 가왕 방어전 무대 - 거짓말 거짓말 거짓말,2020.04.01,9,예능,0
39,"25,516","1,991",https://tv.naver.com/v/13114217/list/67096,로드 투 킹덤,[사전 선호도 조사] 더보이즈(THE BOYZ) 퍼포먼스 미리보기,2020.04.01,9,예능,0
40,"81,067",137,https://tv.naver.com/v/13102680/list/67096,리그 오브 레전드 네이버스포츠,T1 vs HLE 3세트,2020.04.01,9,기타,0
41,"48,602",239,https://tv.naver.com/v/13142393/list/67096,아내의 맛,✧개미지옥✧ 노스패치 기자회견에 멘탈 탈탈..,2020.04.01,9,예능,0
42,"38,358",57,https://tv.naver.com/v/13142941/list/67096,아내의 맛,“잠깐 잠깐만” 이쓴 준비한 ♥틈새 서프라이즈♥,2020.04.01,9,예능,0
43,"13,684",103,https://tv.naver.com/v/13141583/list/67096,비디오스타,미스터 트롯의 숨은 킹 메이커 영기?!,2020.04.01,9,예능,0
44,"33,922",890,https://tv.naver.com/v/13141976/list/67096,반의반,"[4화 엔딩] ′좋아해요′ 채수빈 짝밍아웃, 정해인에 들킨 짝사랑 #부끄#",2020.04.01,9,드라마,0
45,"36,205","1,020",https://tv.naver.com/v/13141967/list/67096,날씨가 좋으면 찾아가겠어요,서강준을 향한 김환희의 설움이 담긴 고백 ＂처음부터 좋았거든↗＂,2020.04.01,9,드라마,0
46,"41,552",385,https://tv.naver.com/v/13141972/list/67096,날씨가 좋으면 찾아가겠어요,"(충격) 문정희의 이별 문자, 고통스러웠던 그날의 비밀…",2020.04.01,9,드라마,0
47,"31,989",36,https://tv.naver.com/v/13125589/list/67096,김형준의 인사이드MLB,마에다는 류현진급 투수였다? | 김형준,2020.04.01,9,스포츠,0
48,"3,421",9,https://tv.naver.com/v/13146017/list/67096,맛 좀 보실래요,"서하준, 안예인만 예뻐하는 임채무에 ‘털어놓는 섭섭함’",2020.04.01,9,드라마,0
49,"6,441",8,https://tv.naver.com/v/13117134/list/67096,지미림 Jimmy Films Car,"2020 제네시스 G80 풀체인지 출시 (가격, 옵션, 엔진 등 총정리)",2020.04.01,9,기타,1
50,"18,830",42,https://tv.naver.com/v/13142892/list/67096,아내의 맛,✪굴업도 라면✪ 면치기NO 「낙치기」 후루루룹~,2020.04.01,9,예능,0
51,"13,357","3,202",https://tv.naver.com/v/13139773/list/67096,더 쇼 (THE SHOW),[Comeback] 봄과 어울리는 강다니엘-2U,2020.04.01,9,예능,0
52,"139,739","3,577",https://tv.naver.com/v/13069035/list/67096,미스터트롯의 맛,이찬원이 가장 좋아하는 곡! ‘미운 사내’♪,2020.04.01,9,예능,0
53,"23,180",5,https://tv.naver.com/v/13146043/list/67096,SBS뉴스,"'감자 대전' 뚫고 샀는데…""이거 너무한 거 아닌가요ㅠ""",2020.04.01,9,뉴스,0
54,"3,929",10,https://tv.naver.com/v/13145928/list/67096,맛 좀 보실래요,"이슬아, 서도영 향해 끈질긴 ‘드라마 출연’ 부탁!",2020.04.01,9,드라마,0
55,"300,993",561,https://tv.naver.com/v/13046746/list/67096,SPORTSTIME (스포츠타임),[PL] PL이 뽑은 역대 최고의 솔로골…손흥민만 유일한 2골,2020.04.01,9,스포츠,0
56,"4,898",7,https://tv.naver.com/v/13145924/list/67096,맛 좀 보실래요,"살아난 임채무, 눈앞에 있는 안예인 끌어안으며 ‘오열’",2020.04.01,9,드라마,0
57,"94,714",875,https://tv.naver.com/v/13142315/list/67096,날씨가 좋으면 찾아가겠어요,"[11회 예고] 말해줘 임은섭, 우리는 사랑이야?",2020.04.01,9,드라마,0
58,"21,747",14,https://tv.naver.com/v/13144829/list/67096,MBC뉴스,"""유시민 비위 내놔라""…종편 기자 공포의 취재",2020.04.01,9,뉴스,0
59,"185,455","2,777",https://tv.naver.com/v/13123312/list/67096,날씨가 좋으면 찾아가겠어요,＂실수 아니야＂ 서강준의 입맞춤에 사르르 녹는 박민영♡,2020.04.01,9,드라마,0
60,"8,583",24,https://tv.naver.com/v/13144714/list/67096,KBO리그_네이버스포츠,[크보대첩록] 역전에 역전에 역전이었던 거임!_20150329,2020.04.01,9,스포츠,0
61,"10,289",0,https://tv.naver.com/v/13145577/list/67096,TV조선 뉴스,"주한미군 韓 근로자 무급휴직 현실화…외신 ""동맹에 타격""",2020.04.01,9,뉴스,0
62,"33,649",160,https://tv.naver.com/v/13141375/list/67096,날씨가 좋으면 찾아가겠어요,서강준을 찾아온 '핏줄' 삼촌 ＂네가 깍듯한 이유는 남이기 때문＂,2020.04.01,9,드라마,0
63,"26,614",365,https://tv.naver.com/v/13141421/list/67096,비디오스타,느낌 아는 프린수찬☆ 인간 복사기 아니죠?,2020.04.01,9,예능,0
64,"9,931",3,https://tv.naver.com/v/13146367/list/67096,JTBC뉴스,"통합당 공식 유튜브서 ""문 대통령 퇴임 후 교도소"" 논란",2020.04.01,9,뉴스,0
65,"38,048",36,https://tv.naver.com/v/13133861/list/67096,KTV 국민방송,전국적으로 83.8% 집단감염 발생 - 코로나19 발생현황 중앙방역대책본부 정례브리핑 3/31(화),2020.04.01,9,뉴스,0
66,"17,239",191,https://tv.naver.com/v/13141428/list/67096,비디오스타,임영웅&이찬원에게 300대 0으로 패한 후 비하인드 SSUL,2020.04.01,9,예능,0
67,"73,955",117,https://tv.naver.com/v/13101640/list/67096,리그 오브 레전드 네이버스포츠,T1 vs HLE 1세트,2020.04.01,9,기타,0
68,"12,303","3,138",https://tv.naver.com/v/13139694/list/67096,더 쇼 (THE SHOW),[Comeback] 청량한 매력의 강다니엘-Jealous,2020.04.01,9,예능,0
69,"12,169",28,https://tv.naver.com/v/13142883/list/67096,아내의 맛,🐙올드현희🐙 이게 바로 캠핑의 낙! 이 지!,2020.04.01,9,예능,0
70,"2,886",7,https://tv.naver.com/v/13146591/list/67096,맛 좀 보실래요,"서하준, 임채무×안예인×송인국 다정한 모습에 ‘민망’",2020.04.01,9,드라마,0
71,"4,141",4,https://tv.naver.com/v/13145645/list/67096,뉴스는 YTN,"'확진자 10명' 의정부성모병원 오늘부터 폐쇄...""외래 중단""",2020.04.01,9,뉴스,0
72,"8,899",61,https://tv.naver.com/v/13141820/list/67096,아무도 모른다,"“살려고 뛰어내린 거예요＂ 류덕환, 떠오른 안지호 추락 진실!",2020.04.01,9,드라마,0
73,"20,421",11,https://tv.naver.com/v/13141893/list/67096,KBS뉴스,[여론조사]② 비수도권 격전지…부산남을·광주서을 민주당 우세,2020.04.01,9,뉴스,0
74,"12,323",22,https://tv.naver.com/v/13142885/list/67096,아내의 맛,한국 ‘굴’하라 사막?! 똑!똑!똑! 나랑 썰매 탈래?☺,2020.04.01,9,예능,0
75,"1,735",1,https://tv.naver.com/v/13145951/list/67096,연합뉴스TV,"[뉴스특보] 전 세계 확진 85만명 넘어…뉴욕주, 후베이보다 심각",2020.04.01,9,뉴스,0
76,"7,782",79,https://tv.naver.com/v/13140807/list/67096,비디오스타,막내 갓경민의 반란!! 막내의 공격에 형들은 너덜너덜...,2020.04.01,9,예능,0
77,"5,602",27,https://tv.naver.com/v/13143438/list/67096,불타는 청춘,"‘안구 커플’ 구본승, 추워하는 안혜경에 겉옷 벗어주기♥",2020.04.01,9,예능,0
78,"61,093",372,https://tv.naver.com/v/13141231/list/67096,MBC뉴스,"[단독] ""가족 지키려면 유시민 비위 내놔라""…공포의 취재",2020.04.01,9,뉴스,0
79,"458,703","3,515",https://tv.naver.com/v/13105654/list/67096,"하이바이, 마마!",＂쭉 내 옆에 있었어...＂ 늘 함께였던 김태희의 존재 알게 된 이규형,2020.04.01,9,드라마,0
80,"31,521",32,https://tv.naver.com/v/13141573/list/67096,JTBC뉴스,"우한 사망자 축소 의혹…""이틀간 유골함 5천개 배달""",2020.04.01,9,뉴스,0
81,"33,233",14,https://tv.naver.com/v/13133986/list/67096,연합뉴스,4월 9일 고3·중3부터 순차적 온라인 개학…수능 12월 3일로 2주 연기,2020.04.01,9,뉴스,0
82,"2,732",5,https://tv.naver.com/v/13146653/list/67096,맛 좀 보실래요,"서도영, 이슬아와 살고 싶다는 장선율 설득!!",2020.04.01,9,드라마,0
83,"21,028",257,https://tv.naver.com/v/13141748/list/67096,날씨가 좋으면 찾아가겠어요,"[핏줄] 내 품에서 안겨 자는 애가 어떻게 남이야, 내 자식이지!",2020.04.01,9,드라마,0
84,"33,960",241,https://tv.naver.com/v/13138608/list/67096,날씨가 좋으면 찾아가겠어요,[MV] 별 - '내가 정말 사랑하는 사람이 있죠' 〈날씨가 좋으면 찾아가겠어요〉 OST Part.4 ♪,2020.04.01,9,드라마,0
85,"373,766","7,005",https://tv.naver.com/v/13069034/list/67096,미스터트롯의 맛,※독점공개※ ‘이찬원’이 부르는 발라드?!🎤 ,2020.04.01,9,예능,0
86,"825,808","11,396",https://tv.naver.com/v/12957523/list/67096,미스터트롯의 맛,《축하무대》 미스터트롯 1대 眞 👑임영웅 ‘영영’♪ ,2020.04.01,9,예능,0
87,"229,218",394,https://tv.naver.com/v/8227670/list/67096,랭킹덕후,"홈쇼핑 방송사고 모음 (홈쇼핑,방송사고동영상,방송사고영상,웃긴동영상)",2020.04.01,9,예능,1
88,"3,950",4,https://tv.naver.com/v/13146310/list/67096,뉴스는 YTN,[자막뉴스] '의료 붕괴' 현실로?...일본에서 주목해 봐야 할 곳,2020.04.01,9,뉴스,0
89,"9,974",53,https://tv.naver.com/v/13141749/list/67096,비디오스타,첫 대결부터 흥 대폭발☆ 이게 바로 흥이라는 것이다!,2020.04.01,9,예능,0
90,"7,043",43,https://tv.naver.com/v/13141821/list/67096,365 : 운명을 거스르는 1년,드디어 밝혀지는 김지수와 양동근의 관계,2020.04.01,9,드라마,0
91,"8,795",51,https://tv.naver.com/v/13140990/list/67096,비디오스타,미스터트롯 이후 달라진 몸값 대공개!!,2020.04.01,9,예능,0
92,"22,309",238,https://tv.naver.com/v/13141606/list/67096,날씨가 좋으면 찾아가겠어요,'갑자기 사라지면 어쩌나 싶어서…' 갈등의 기로에 선 서강준,2020.04.01,9,드라마,0
93,"692,408","5,193",https://tv.naver.com/v/12583703/list/67096,미스터트롯,칼 갈고 나온 장민호 ‘상사화’♪ #감탄 #심취,2020.04.01,9,예능,0
94,"2,292,337","22,023",https://tv.naver.com/v/12840075/list/67096,미스터트롯,☞눈물주의☜ 임영웅 ‘배신자’♭ 얄밉게 떠난 님아☹,2020.04.01,9,예능,0
95,"651,028","1,814",https://tv.naver.com/v/13096604/list/67096,부부의 세계,[지옥 엔딩] 박해준에 임신 사실을 의도적으로 알린 김희애..!,2020.04.01,9,드라마,0
96,"14,555",21,https://tv.naver.com/v/13128459/list/67096,주간배구,잊지 못할 최고의 세리머니는?,2020.04.01,9,스포츠,0
97,"4,964",1,https://tv.naver.com/v/13145681/list/67096,뉴스는 YTN,서울아산병원 9살 여아 확진...의료진·환자 집단 격리,2020.04.01,9,뉴스,0
98,"22,129",348,https://tv.naver.com/v/13141827/list/67096,날씨가 좋으면 찾아가겠어요,당신을 많이 사랑한다고… 마음속에서만 맴돌았던 하지 못한 말,2020.04.01,9,드라마,0
99,"7,138",38,https://tv.naver.com/v/13141971/list/67096,아무도 모른다,"“남을 생각하는 마음 때문에 일이 꼬인 거지” 박훈, 밝혀지는 안지호 습격 상황!",2020.04.01,9,드라마,0
100,"147,774",214,https://tv.naver.com/v/13161785/list/67096,백종원의 골목식당,‘리모델링급 청소’ 20년 묵은 때가 씻겨나가는 순간!,2020.04.02,14,예능,0
101,"53,145",133,https://tv.naver.com/v/13161441/list/67096,리그 오브 레전드 네이버스포츠,GEN vs T1 2세트,2020.04.02,14,기타,0
102,"55,532",161,https://tv.naver.com/v/13161931/list/67096,리그 오브 레전드 네이버스포츠,GEN vs T1 3세트,2020.04.02,14,기타,0
103,"90,864",132,https://tv.naver.com/v/13161718/list/67096,백종원의 골목식당,"‘젊은층 vs 중년층’ 백종원, 족발에 대한 본격 입맛 비교!",2020.04.02,14,예능,0
104,"345,947",605,https://tv.naver.com/v/13161328/list/67096,백종원의 골목식당,"“장사 중단하세요” 백종원, ‘치막집’ 처참한 위생상태에 경악!",2020.04.02,14,예능,0
105,"102,636",228,https://tv.naver.com/v/13161224/list/67096,하트시그널 시즌3,충격적인 결과! 희비가 엇갈린 올드 예측단&뉴-우 예측단;;,2020.04.02,14,예능,0
106,"106,071",620,https://tv.naver.com/v/13161085/list/67096,트롯신이 떴다,"장윤정, 가슴 울리는 감성 트로트♬ 장윤정의 ‘첫사랑’",2020.04.02,14,예능,0
107,"271,558",463,https://tv.naver.com/v/13161271/list/67096,백종원의 골목식당,조리 과정 확인 후 시식을 중단하는 백종원!,2020.04.02,14,예능,0
108,"26,336",32,https://tv.naver.com/v/13160697/list/67096,리그 오브 레전드 네이버스포츠,GEN vs T1 1세트,2020.04.02,14,기타,0
109,"66,289",39,https://tv.naver.com/v/13159460/list/67096,SPOTV,[박지성 최고의 경기2] 축제 분위기로 만드는 루니의 쐐기골!,2020.04.02,14,스포츠,0
110,"38,255",166,https://tv.naver.com/v/13161822/list/67096,하트시그널 시즌3,현재 한결&민재의 러브라인은? 지인에게 털어놓는 속마음♥,2020.04.02,14,예능,0
111,"66,591",44,https://tv.naver.com/v/13159186/list/67096,JTBC뉴스,"""도쿄올림픽 유치에 뇌물 100억원…모리 전 총리 연루""",2020.04.02,14,뉴스,0
112,"128,968",181,https://tv.naver.com/v/13161351/list/67096,백종원의 골목식당,"백종원, 대청소를 시작한 ‘치막집’에 들러 뼈 있는 조언",2020.04.02,14,예능,0
113,"51,110",58,https://tv.naver.com/v/13161553/list/67096,백종원의 골목식당,"시장족발집, 요즘 트렌드 족발집 3곳 비교 시식☆",2020.04.02,14,예능,0
114,"231,848","1,952",https://tv.naver.com/v/13160674/list/67096,하트시그널 시즌3,((반전 직업)) 공대여신이 나타났다! 자동차 정비사로 일하고 있는 민재!!,2020.04.02,14,예능,0
115,"68,026",96,https://tv.naver.com/v/13161777/list/67096,백종원의 골목식당,"“버려! 버려!!” 정인선×김성주, 20년 된 빈티지(?)가구와 집기 대청소!",2020.04.02,14,예능,0
116,"75,138","2,706",https://tv.naver.com/v/13161704/list/67096,라디오스타,임영웅의 특급 개인기! 에코 머신& 마리오🤣,2020.04.02,14,예능,0
117,"51,924",977,https://tv.naver.com/v/13162276/list/67096,라디오스타,＂맛있는 거 사 먹어!＂ 알고 보면 스윗 선배 장민호,2020.04.02,14,예능,0
118,"51,042",93,https://tv.naver.com/v/13161006/list/67096,SPOTV,[박지성 최고의 경기2] 맨유 vs 볼튼 경기 하이라이트,2020.04.02,14,스포츠,0
119,"19,184",10,https://tv.naver.com/v/13165856/list/67096,SBS뉴스,[친절한 경제] '한국식 대응' 주목한 세계…OECD 보고서,2020.04.02,14,뉴스,0
120,"34,949",85,https://tv.naver.com/v/13162048/list/67096,백종원의 골목식당,‘백종원×떡맥집 사장님’의 환상 찰떡 궁합! (ft. 열정 넘치는 사장님),2020.04.02,14,예능,0
121,"132,634","1,130",https://tv.naver.com/v/13161348/list/67096,라디오스타,24년 차 가수 장민호! ＂이젠 결혼하고 싶다 ♥＂,2020.04.02,14,예능,0
122,"46,675","1,508",https://tv.naver.com/v/13162164/list/67096,라디오스타,데뷔 후에도 힘들었던 임영웅 군고구마 장수로 변신!,2020.04.02,14,예능,0
123,"43,469",376,https://tv.naver.com/v/13162223/list/67096,라디오스타,삭발까지 하고 파격 광고를 찍었던 장민호!,2020.04.02,14,예능,0
124,"47,494",89,https://tv.naver.com/v/13161976/list/67096,백종원의 골목식당,"[폭소 주의] 정인선 매니저, 떡볶이 탐정 은퇴설(?)",2020.04.02,14,예능,0
125,"116,071",216,https://tv.naver.com/v/13160965/list/67096,하트시그널 시즌3,이것은 운명의 장난? 라이벌인 가흔과 동갑인 지현^^ (ft. 인우의 나이),2020.04.02,14,예능,0
126,"30,237",31,https://tv.naver.com/v/13159868/list/67096,SPOTV,[박지성 최고의 경기2] 맨유 vs 볼튼 경기 골모음,2020.04.02,14,스포츠,0
127,"69,877","1,210",https://tv.naver.com/v/13161530/list/67096,라디오스타,홍진영에게 광탈했던 찬원! ＂저 친구는 물 만났다구!＂,2020.04.02,14,예능,0
128,"39,021",92,https://tv.naver.com/v/13162051/list/67096,백종원의 골목식당,비주얼부터 합격! 떡맥집 신메뉴 ☆짜장 떡볶이 클라쓰☆,2020.04.02,14,예능,0
129,"61,415","1,377",https://tv.naver.com/v/13161327/list/67096,라디오스타,세상 겸손한 진또배기 이찬원! ＂그래도 중간까진 1등!😜＂,2020.04.02,14,예능,0
130,"31,756",43,https://tv.naver.com/v/13161888/list/67096,리그 오브 레전드 네이버스포츠,GEN vs T1 3세트 하이라이트,2020.04.02,14,기타,0
131,"52,115",598,https://tv.naver.com/v/13161653/list/67096,라디오스타,장민호는 지금 순위에 만족할까? ＂나는 안 괜찮은데... 👿＂,2020.04.02,14,예능,0
132,"12,245",53,https://tv.naver.com/v/13143089/list/67096,김형준의 인사이드MLB,"저스틴 벌랜더, 슈퍼모델과 결혼한 에이스 | 김형준",2020.04.02,14,스포츠,0
133,"152,965",358,https://tv.naver.com/v/13160880/list/67096,하트시그널 시즌3,페이스북...? 실리콘밸리?! 엔지니어링 매니저 인우의 화려한 이력!,2020.04.02,14,예능,0
134,"12,448",3,https://tv.naver.com/v/13166539/list/67096,KBS뉴스,[영상] 트럼프의 진단키트 ‘언박싱’…대체 뭐길래?,2020.04.02,14,뉴스,0
135,"92,806",523,https://tv.naver.com/v/13160990/list/67096,하트시그널 시즌3,신기한 책을 읽고 있었다는 의동! 다소 생소한 그의 직업은?,2020.04.02,14,예능,0
136,"60,834","2,034",https://tv.naver.com/v/13161746/list/67096,라디오스타,이찬원은 임영웅의 찐 팬!! ＂원래부터 엄청 좋아했어요 ♥＂,2020.04.02,14,예능,0
137,"48,934","1,084",https://tv.naver.com/v/13161776/list/67096,라디오스타,경연장 곳곳에 행복 바이러스를 전파한 영탁! 🧚‍♂️,2020.04.02,14,예능,0
138,"120,753","3,244",https://tv.naver.com/v/13161218/list/67096,라디오스타,포천 순례길이 된 영웅 맘's  미용실! ＂방명록이 꽉 찰 정도로...＂,2020.04.02,14,예능,0
139,"124,958","2,277",https://tv.naver.com/v/13152719/list/67096,라디오스타,[선공개] 시기 질투가 꽃피는(?) 사이 좋은 트롯맨들✿,2020.04.02,14,예능,0
140,"31,630",20,https://tv.naver.com/v/13161323/list/67096,리그 오브 레전드 네이버스포츠,GEN vs T1 2세트 하이라이트,2020.04.02,14,기타,0
141,"57,231",766,https://tv.naver.com/v/13161272/list/67096,라디오스타,유명해지길 꺼려 했던 영탁?! (ft.류쏘공),2020.04.02,14,예능,0
142,"28,402",51,https://tv.naver.com/v/13161787/list/67096,하트시그널 시즌3,한결의 아침 식사 VS 인우의 출근길 카풀! 지현의 선택을 받을 자는?,2020.04.02,14,예능,0
143,"12,725",1,https://tv.naver.com/v/13164667/list/67096,연합뉴스TV,"한은, 오늘부터 '무제한 돈풀기' 시작",2020.04.02,14,뉴스,0
144,"679,637","10,279",https://tv.naver.com/v/12839270/list/67096,미스터트롯,✪주먹 장인✪ 임히어로 출격↗ 임영웅 ‘두 주먹’♩,2020.04.02,14,예능,0
145,"82,755",307,https://tv.naver.com/v/13160763/list/67096,하트시그널 시즌3,"＂진짜 동안이다~＂ 브랜딩 디렉터인 한결, 모두가 놀란 그의 나이는?",2020.04.02,14,예능,0
146,"189,026",102,https://tv.naver.com/v/12972428/list/67096,UNICON,사진 한장으로 인생 역전한 알바들!!,2020.04.02,14,예능,1
147,"54,501",204,https://tv.naver.com/v/13161152/list/67096,라디오스타,＂배터리 눠어~어 ♥＂ 시작부터 잔망 넘치는 스페셜 mc 홍진영!,2020.04.02,14,예능,0
148,"50,893",71,https://tv.naver.com/v/13161532/list/67096,백종원의 골목식당,"시장족발집, 옆 치막집을 보고 열심 청소! (ft. 백종원 족발 실험실)",2020.04.02,14,예능,0
149,"34,595",277,https://tv.naver.com/v/13162251/list/67096,라디오스타,＂1멤버 1테이블!＂ 말도 안 되는 장소에서 공연했던 장민호,2020.04.02,14,예능,0
150,"60,678",74,https://tv.naver.com/v/13161460/list/67096,백종원의 골목식당,"“우물 안 개구리 될 수 있어” 백종원, 시장족발집에 조심스레 조언!",2020.04.02,14,예능,0
151,"20,355",26,https://tv.naver.com/v/13160670/list/67096,리그 오브 레전드 네이버스포츠,GEN vs T1 1세트 하이라이트,2020.04.02,14,기타,0
152,"448,517","1,314",https://tv.naver.com/v/13064871/list/67096,콬TV,"너구나, 김연두가? [일진에게 찍혔을 때2] EP01",2020.04.02,14,드라마,0
153,"27,960","3,215",https://tv.naver.com/v/13157661/list/67096,Show Champion,강다니엘 - 2U (KANGDANIEL - 2U),2020.04.02,14,예능,0
154,"46,223","1,555",https://tv.naver.com/v/13161171/list/67096,라디오스타,＂문자 500통은 기본!＂ 폭주하는 트로트 스타들의 휴대폰!,2020.04.02,14,예능,0
