,rank,title,broadcast,episode,date,genre,category,DateTime,count
12726,127,별에서 온 그대,SBS,4,2013-12-26,드라마,지상파,2020-04-11 14:00:00,2
12727,128,의사요한,SBS,3,2019-07-26,드라마,지상파,2020-04-11 14:00:00,2
12728,129,상속자들,SBS,7,2013-10-30,드라마,지상파,2020-04-11 14:00:00,2
12729,130,주군의 태양,SBS,16,2013-10-02,드라마,지상파,2020-04-11 14:00:00,2
12730,131,수목 드라마 슈츠,KBS 2TV,16,2018-06-14,드라마,지상파,2020-04-11 14:00:00,2
12731,132,김과장,KBS 2TV,9,2017-02-22,드라마,지상파,2020-04-11 14:00:00,2
12732,133,특별근로감독관 조장풍,MBC,5-6,2019-04-15,드라마,지상파,2020-04-11 14:00:00,2
12733,134,"내딸, 금사월",MBC,51,2016-02-28,드라마,지상파,2020-04-11 14:00:00,2
12734,135,금토드라마 고백부부,KBS 2TV,1,2017-10-13,드라마,지상파,2020-04-11 14:00:00,2
12735,136,수상한 파트너,SBS,6,2017-05-25,드라마,지상파,2020-04-11 14:00:00,2
12736,137,연애의 발견,KBS 2TV,16,2014-10-07,드라마,지상파,2020-04-11 14:00:00,2
12737,138,오로라 공주,MBC,135,2013-11-29,드라마,지상파,2020-04-11 14:00:00,2
12738,139,아이가 다섯,KBS 2TV,48,2016-07-31,드라마,지상파,2020-04-11 14:00:00,2
12739,140,꽃보다 남자,KBS 2TV,5,2009-01-19,드라마,지상파,2020-04-11 14:00:00,2
12740,141,힐러,KBS 2TV,7,2014-12-29,드라마,지상파,2020-04-11 14:00:00,2
12741,142,시크릿 가든,SBS,12,2010-12-19,드라마,지상파,2020-04-11 14:00:00,2
12742,143,해를 품은 달,MBC,18,2012-03-01,드라마,지상파,2020-04-11 14:00:00,2
12743,144,MBN 수목드라마 우아한 가,MBN,5,2019-09-04,드라마,종편,2020-04-11 14:00:00,2
12744,145,대장금,MBC,7 ,2003-10-06,드라마,지상파,2020-04-11 14:00:00,2
12745,146,더게임:0시를 향하여,MBC,19-20,2020-02-20,드라마,지상파,2020-04-11 14:00:00,2
12746,147,너의 목소리가 들려,SBS,17,2013-07-31,드라마,지상파,2020-04-11 14:00:00,2
12747,148,검법남녀 시즌2,MBC,29-30,2019-07-23,드라마,지상파,2020-04-11 14:00:00,2
12748,149,포레스트,KBS 2TV,31-32,2020-03-19,드라마,지상파,2020-04-11 14:00:00,2
12749,150,육룡이 나르샤,SBS,42,2016-02-23,드라마,지상파,2020-04-11 14:00:00,2
12750,151,"수목 드라마 단, 하나의 사랑",KBS 2TV,1-2,2019-05-22,드라마,지상파,2020-04-11 14:00:00,2
12751,152,터치,채널A,11,2020-02-07,드라마,종편,2020-04-11 14:00:00,2
12752,153,허준,MBC,59 ,2000-06-12,드라마,지상파,2020-04-11 14:00:00,2
12753,154,일일드라마 우아한 모녀,KBS 2TV,103,2020-03-27,드라마,지상파,2020-04-11 14:00:00,2
12754,155,궁,MBC,2,2006-01-12,드라마,지상파,2020-04-11 14:00:00,2
12755,156,내 뒤에 테리우스,MBC,15-16,2018-10-18,드라마,지상파,2020-04-11 14:00:00,2
12756,157,동이,MBC,48,2010-08-31,드라마,지상파,2020-04-11 14:00:00,2
12757,158,펀치,SBS,3,2014-12-22,드라마,지상파,2020-04-11 14:00:00,2
12758,159,달의 연인-보보경심 려,SBS,4,2016-09-05,드라마,지상파,2020-04-11 14:00:00,2
12759,160,푸른 바다의 전설,SBS,2,2016-11-17,드라마,지상파,2020-04-11 14:00:00,2
12760,161,친애하는 판사님께,SBS,6,2018-08-09,드라마,지상파,2020-04-11 14:00:00,2
12761,162,각시탈,KBS 2TV,6,2012-06-14,드라마,지상파,2020-04-11 14:00:00,2
12762,163,봄밤,MBC,3-4,2019-05-23,드라마,지상파,2020-04-11 14:00:00,2
12763,164,하자있는 인간들,MBC,1-2,2019-11-27,드라마,지상파,2020-04-11 14:00:00,2
12764,165,간택-여인들의 전쟁,TV CHOSUN,1,2019-12-14,드라마,종편,2020-04-11 14:00:00,2
12765,166,역도요정 김복주,MBC,2,2016-11-17,드라마,지상파,2020-04-11 14:00:00,2
12766,167,더킹 투하츠,MBC,12,2012-04-26,드라마,지상파,2020-04-11 14:00:00,2
12767,168,당신이 잠든 사이에,SBS,8,2017-10-05,드라마,지상파,2020-04-11 14:00:00,2
12768,169,전설의 마녀,MBC,16,2014-12-14,드라마,지상파,2020-04-11 14:00:00,2
12769,170,언니는 살아있다,SBS,54,2017-10-14,드라마,지상파,2020-04-11 14:00:00,2
12770,171,커피프린스 1호점,MBC,2 ,2007-07-03,드라마,지상파,2020-04-11 14:00:00,2
12771,172,사랑은 뷰티풀 인생은 원더풀,KBS 2TV,99-100,2020-03-22,드라마,지상파,2020-04-11 14:00:00,2
12772,173,미세스 캅,SBS,10,2015-09-01,드라마,지상파,2020-04-11 14:00:00,2
12773,174,VIP,SBS,1,2019-10-28,드라마,지상파,2020-04-11 14:00:00,2
12774,175,그녀는 예뻤다,MBC,12,2015-10-28,드라마,지상파,2020-04-11 14:00:00,2
12775,176,개과천선,MBC,1,2014-04-30,드라마,지상파,2020-04-11 14:00:00,2
12776,177,기황후,MBC,51,2014-04-29,드라마,지상파,2020-04-11 14:00:00,2
12777,178,신사의 품격,SBS,16,2012-07-15,드라마,지상파,2020-04-11 14:00:00,2
12778,179,너희들은 포위됐다,SBS,5,2014-05-21,드라마,지상파,2020-04-11 14:00:00,2
12779,180,드림하이1,KBS 2TV,9,2011-02-01,드라마,지상파,2020-04-11 14:00:00,2
12780,181,수목 드라마 닥터 프리즈너,KBS 2TV,23-24,2019-04-25,드라마,지상파,2020-04-11 14:00:00,2
12781,182,킬미힐미,MBC,1,2015-01-07,드라마,지상파,2020-04-11 14:00:00,2
12782,183,넝쿨째 굴러온 당신,KBS 2TV,45,2012-07-28,드라마,지상파,2020-04-11 14:00:00,2
12783,184,파스타,MBC,1,2010-01-04,드라마,지상파,2020-04-11 14:00:00,2
12784,185,황후의 품격,SBS,18,2019-01-23,드라마,지상파,2020-04-11 14:00:00,2
12785,186,남자가 사랑할때,MBC,1,2013-04-03,드라마,지상파,2020-04-11 14:00:00,2
12786,187,추리의 여왕,KBS 2TV,11,2017-05-10,드라마,지상파,2020-04-11 14:00:00,2
12787,188,맨도롱 또ㅤㄸㅗㅅ,MBC,15,2015-07-01,드라마,지상파,2020-04-11 14:00:00,2
12788,189,W(더블유),MBC,12,2016-08-31,드라마,지상파,2020-04-11 14:00:00,2
12789,190,수목 드라마 저스티스,KBS 2TV,17-18,2019-08-14,드라마,지상파,2020-04-11 14:00:00,2
12790,191,최고의 사랑,MBC,3,2011-05-11,드라마,지상파,2020-04-11 14:00:00,2
12791,192,"장옥정, 사랑에 살다",SBS,4,2013-04-16,드라마,지상파,2020-04-11 14:00:00,2
12792,193,뿌리깊은 나무,SBS,8,2011-10-27,드라마,지상파,2020-04-11 14:00:00,2
12793,194,배가본드,SBS,11,2019-10-25,드라마,지상파,2020-04-11 14:00:00,2
12794,195,"그 겨울, 바람이 분다",SBS,1,2013-02-13,드라마,지상파,2020-04-11 14:00:00,2
12795,196,화랑,KBS 2TV,7,2017-01-09,드라마,지상파,2020-04-11 14:00:00,2
12796,197,황금빛 내 인생,KBS 2TV,52,2018-03-11,드라마,지상파,2020-04-11 14:00:00,2
12797,198,올인,SBS,7,2003-02-05,드라마,지상파,2020-04-11 14:00:00,2
12798,199,조선로코 - 녹두전,KBS 2TV,17-18,2019-10-29,드라마,지상파,2020-04-11 14:00:00,2
12799,200,아버지가 이상해,KBS 2TV,6,2017-03-19,드라마,지상파,2020-04-11 14:00:00,2
12800,201,나 혼자 산다,MBC,341,2020-04-10,예능,지상파,2020-04-11 14:00:00,3
12801,202,맛있는 녀석들,iHQ,268,2020-04-10,예능,케이블,2020-04-11 14:00:00,3
12802,203,신상 출시 편스토랑,KBS 2TV,24,2020-04-10,예능,지상파,2020-04-11 14:00:00,3
12803,204,신청곡을 불러드립니다-사랑의 콜센타,TV CHOSUN,2,2020-04-09,예능,종편,2020-04-11 14:00:00,3
12804,205,백종원의 골목식당,SBS,113,2020-04-08,예능,지상파,2020-04-11 14:00:00,3
12805,206,라디오스타,MBC,664,2020-04-08,예능,지상파,2020-04-11 14:00:00,3
12806,207,맛남의 광장,SBS,19,2020-04-09,예능,지상파,2020-04-11 14:00:00,3
12807,208,도시어부2: 대항해시대,채널A,17,2020-04-09,예능,종편,2020-04-11 14:00:00,3
12808,209,어서와 한국은 처음이지?,MBC Every1,134,2020-04-09,예능,케이블,2020-04-11 14:00:00,3
12809,210,하트시그널 시즌3,채널A,3,2020-04-08,예능,종편,2020-04-11 14:00:00,3
12810,211,미운 우리 새끼,SBS,184,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12811,212,모던 패밀리,MBN,58,2020-04-10,예능,종편,2020-04-11 14:00:00,3
12812,213,런닝맨,SBS,497,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12813,214,슈퍼맨이 돌아왔다,KBS 2TV,324,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12814,215,놀면 뭐하니?,MBC,36,2020-04-04,예능,지상파,2020-04-11 14:00:00,3
12815,216,아내의 맛,TV CHOSUN,92,2020-04-07,예능,종편,2020-04-11 14:00:00,3
12816,217,편애중계,MBC,22,2020-04-10,예능,지상파,2020-04-11 14:00:00,3
12817,218,연애의 참견3,KBS JOY,14,2020-04-07,예능,케이블,2020-04-11 14:00:00,3
12818,219,전지적 참견시점,MBC,98,2020-04-04,예능,지상파,2020-04-11 14:00:00,3
12819,220,유희열의 스케치북,KBS 2TV,486,2020-04-10,예능,지상파,2020-04-11 14:00:00,3
12820,221,공부가 머니?,MBC,23,2020-04-10,예능,지상파,2020-04-11 14:00:00,3
12821,222,구해줘! 홈즈,MBC,52,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12822,223,트롯신이 떴다,SBS,6,2020-04-08,예능,지상파,2020-04-11 14:00:00,3
12823,224,개는 훌륭하다,KBS 2TV,22,2020-04-06,예능,지상파,2020-04-11 14:00:00,3
12824,225,동상이몽2_너는 내 운명,SBS,140,2020-04-06,예능,지상파,2020-04-11 14:00:00,3
12825,226,불타는 청춘,SBS,248,2020-04-07,예능,지상파,2020-04-11 14:00:00,3
12826,227,라스트싱어,MBN,4,2020-04-09,예능,종편,2020-04-11 14:00:00,3
12827,228,개그 콘서트,KBS 2TV,1042,2020-04-10,예능,지상파,2020-04-11 14:00:00,3
12828,229,무엇이든 물어보살,KBS JOY,55,2020-04-06,예능,케이블,2020-04-11 14:00:00,3
12829,230,사장님 귀는 당나귀 귀,KBS 2TV,50,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12830,231,1박2일 시즌4,KBS 2TV,18,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12831,232,미스터트롯의 맛,TV CHOSUN,2,2020-03-26,예능,종편,2020-04-11 14:00:00,3
12832,233,부러우면 지는거다,MBC,5,2020-04-06,예능,지상파,2020-04-11 14:00:00,3
12833,234,이십세기 힛-트쏭,KBS JOY,3,2020-04-10,예능,케이블,2020-04-11 14:00:00,3
12834,235,미스터트롯,TV CHOSUN,1,2020-01-02,예능,종편,2020-04-11 14:00:00,3
12835,236,김병만의 정글의 법칙,SBS,408,2020-04-04,예능,지상파,2020-04-11 14:00:00,3
12836,237,노래가 좋아,KBS 1TV,161,2020-04-11,예능,지상파,2020-04-11 14:00:00,3
12837,238,우리 다시 사랑할 수 있을까 시즌2,MBN,5,2020-04-08,예능,종편,2020-04-11 14:00:00,3
12838,239,끝까지 간다 ,TV CHOSUN,7,2020-04-10,예능,종편,2020-04-11 14:00:00,3
12839,240,선을 넘는 녀석들-리턴즈,MBC,32,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12840,241,TV 동물농장,SBS,963,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12841,242,하트시그널 시즌2,채널A,2,2018-03-23,예능,종편,2020-04-11 14:00:00,3
12842,243,끼리끼리,MBC,11,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12843,244,옥탑방의 문제아들,KBS 2TV,72,2020-04-06,예능,지상파,2020-04-11 14:00:00,3
12844,245,나는 트로트 가수다,MBC Every1,10,2020-04-08,예능,케이블,2020-04-11 14:00:00,3
12845,246,무한도전,MBC,272,2011-10-22,예능,지상파,2020-04-11 14:00:00,3
12846,247,불후의 명곡 전설을 노래하다,KBS 2TV,449,2020-04-04,예능,지상파,2020-04-11 14:00:00,3
12847,248,살림하는 남자들,KBS 2TV,159,2020-03-25,예능,지상파,2020-04-11 14:00:00,3
12848,249,집사부일체,SBS,114,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12849,250,"오! 나의 파트,너",MBC,1,2020-04-04,예능,지상파,2020-04-11 14:00:00,3
12850,251,자연스럽게,MBN,35,2020-04-04,예능,종편,2020-04-11 14:00:00,3
12851,252,해피 투게더,KBS 2TV,634,2020-04-02,예능,지상파,2020-04-11 14:00:00,3
12852,253,출발! 비디오 여행,MBC,1326,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12853,254,비디오스타,MBC Every1,191,2020-04-07,예능,케이블,2020-04-11 14:00:00,3
12854,255,복면가왕,MBC,249,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12855,256,"진짜 농구, 핸섬 타이거즈",SBS,12,2020-03-27,예능,지상파,2020-04-11 14:00:00,3
12856,257,대한외국인,MBC Every1,78,2020-04-08,예능,케이블,2020-04-11 14:00:00,3
12857,258,신비한 TV 서프라이즈,MBC,910,2020-04-05,예능,지상파,2020-04-11 14:00:00,3
12858,259,미추리 8-1000,SBS,5,2018-12-14,예능,지상파,2020-04-11 14:00:00,3
12859,260,<무한도전 스페셜> 무한상사 모음,MBC,5,2012-10-06,예능,지상파,2020-04-11 14:00:00,3
12860,261,밥은 먹고 다니냐?,SBS Plus,24,2020-04-06,예능,케이블,2020-04-11 14:00:00,3
12861,262,비행소녀,MBN,46,2018-07-16,예능,종편,2020-04-11 14:00:00,3
12862,263,속풀이쇼 동치미,MBN,386,2020-04-04,예능,종편,2020-04-11 14:00:00,3
12863,264,미스트롯,TV CHOSUN,2,2019-03-07,예능,종편,2020-04-11 14:00:00,3
12864,265,오지GO,MBN,7,2020-04-06,예능,종편,2020-04-11 14:00:00,3
12865,266,미추리 8-1000 시즌 2,SBS,4,2019-03-08,예능,지상파,2020-04-11 14:00:00,3
12866,267,풍문으로 들었쇼,채널A,234,2020-04-06,예능,종편,2020-04-11 14:00:00,3
12867,268,아빠본색,채널A,194,2020-04-05,예능,종편,2020-04-11 14:00:00,3
12868,269,맛있는 녀석들 스페셜,iHQ,3,2017-10-31,예능,케이블,2020-04-11 14:00:00,3
12869,270,설특집 2020 송가인 콘서트 <고맙습니다>,MBC,1,2020-01-26,예능,지상파,2020-04-11 14:00:00,3
12870,271,비행기 타고 가요 시즌2,채널A,12,2020-03-21,예능,종편,2020-04-11 14:00:00,3
12871,272,1박2일 시즌1,KBS 2TV,135,2010-03-21,예능,지상파,2020-04-11 14:00:00,3
12872,273,거침없이 하이킥,MBC,93 ,2007-03-23,예능,지상파,2020-04-11 14:00:00,3
12873,274,얼마예요?,TV CHOSUN,132,2020-04-06,예능,종편,2020-04-11 14:00:00,3
12874,275,이제 만나러 갑니다,채널A,433,2020-04-05,예능,종편,2020-04-11 14:00:00,3
12875,276,선을 넘는 녀석들,MBC,24,2019-03-09,예능,지상파,2020-04-11 14:00:00,3
12876,277,지붕 뚫고 하이킥,MBC,36,2009-10-29,예능,지상파,2020-04-11 14:00:00,3
12877,278,연애의 참견2,KBS JOY,11,2018-10-30,예능,케이블,2020-04-11 14:00:00,3
12878,279,강호대결 중화대반점,SBS Fil,1,2015-10-17,예능,케이블,2020-04-11 14:00:00,3
12879,280,EXO의 사다리타고 세계여행 2 - 가오슝&컨딩편,wavve 오리지널,45,2019-03-22,예능,케이블,2020-04-11 14:00:00,3
12880,281,친한 예능,MBN,12,2020-04-04,예능,종편,2020-04-11 14:00:00,3
12881,282,미스터리 키친,SBS,1,2019-05-18,예능,지상파,2020-04-11 14:00:00,3
12882,283,호구의 연애,MBC,8,2019-05-05,예능,지상파,2020-04-11 14:00:00,3
12883,284,일밤 - 아빠! 어디가?,MBC,1,2013-01-06,예능,지상파,2020-04-11 14:00:00,3
12884,285,날아라 슛돌이 뉴 비기닝,KBS 2TV,특집회,2020-04-07,예능,지상파,2020-04-11 14:00:00,3
12885,286,뮤직뱅크,KBS 2TV,1023,2020-04-10,예능,지상파,2020-04-11 14:00:00,3
12886,287,영웅호걸,SBS,7,2010-08-29,예능,지상파,2020-04-11 14:00:00,3
12887,288,연애의 맛,TV CHOSUN,3,2019-06-06,예능,종편,2020-04-11 14:00:00,3
12888,289,일밤 - 진짜사나이,MBC,130,2015-11-01,예능,지상파,2020-04-11 14:00:00,3
12889,290,아이콘택트,채널A,34,2020-04-06,예능,종편,2020-04-11 14:00:00,3
12890,291,가요무대,KBS 1TV,,2020-04-06,예능,지상파,2020-04-11 14:00:00,3
12891,292,쇼! 음악중심,MBC,674,2020-04-04,예능,지상파,2020-04-11 14:00:00,3
12892,293,주간 아이돌,MBC Every1,454,2020-04-08,예능,케이블,2020-04-11 14:00:00,3
12893,294,가정의달 특별기획 이미자 빅쇼,KBS 1TV,,2017-05-15,예능,지상파,2020-04-11 14:00:00,3
12894,295,몽땅 내 사랑,MBC,175,2011-07-26,예능,지상파,2020-04-11 14:00:00,3
12895,296,<무한도전 레전드> 리얼 버라이어티,MBC,1,2015-01-10,예능,지상파,2020-04-11 14:00:00,3
12896,297,도시어부,채널A,98,2019-07-18,예능,종편,2020-04-11 14:00:00,3
12897,298,보이스퀸,MBN,10,2020-01-23,예능,종편,2020-04-11 14:00:00,3
12898,299,올드송감상실 콩다방,SBS Fil,1,2020-02-12,예능,케이블,2020-04-11 14:00:00,3
12899,300,언니네 쌀롱,MBC,16,2020-03-02,예능,지상파,2020-04-11 14:00:00,3
12900,1,나 혼자 산다,MBC,341,2020-04-10,예능,지상파,2020-04-11 19:00:00,1
12901,2,하이에나,SBS,15,2020-04-10,드라마,지상파,2020-04-11 19:00:00,1
12902,3,맛있는 녀석들,iHQ,268,2020-04-10,예능,케이블,2020-04-11 19:00:00,1
12903,4,신청곡을 불러드립니다-사랑의 콜센타,TV CHOSUN,2,2020-04-09,예능,종편,2020-04-11 19:00:00,1
12904,5,백종원의 골목식당,SBS,113,2020-04-08,예능,지상파,2020-04-11 19:00:00,1
12905,6,신상 출시 편스토랑,KBS 2TV,24,2020-04-10,예능,지상파,2020-04-11 19:00:00,1
12906,7,라디오스타,MBC,664,2020-04-08,예능,지상파,2020-04-11 19:00:00,1
12907,8,도시어부2: 대항해시대,채널A,17,2020-04-09,예능,종편,2020-04-11 19:00:00,1
12908,9,맛남의 광장,SBS,19,2020-04-09,예능,지상파,2020-04-11 19:00:00,1
12909,10,놀면 뭐하니?,MBC,36,2020-04-04,예능,지상파,2020-04-11 19:00:00,1
12910,11,그 남자의 기억법,MBC,15-16,2020-04-09,드라마,지상파,2020-04-11 19:00:00,1
12911,12,궁금한 이야기 Y,SBS,491,2020-04-10,시사교양,지상파,2020-04-11 19:00:00,1
12912,13,불후의 명곡 전설을 노래하다,KBS,450,2020-04-11,예능,지상파,2020-04-11 19:00:00,1
12913,14,슈퍼맨이 돌아왔다,KBS 2TV,324,2020-04-05,예능,지상파,2020-04-11 19:00:00,1
12914,15,아내의 맛,TV CHOSUN,92,2020-04-07,예능,종편,2020-04-11 19:00:00,1
12915,16,하트시그널 시즌3,채널A,3,2020-04-08,예능,종편,2020-04-11 19:00:00,1
12916,17,런닝맨,SBS,497,2020-04-05,예능,지상파,2020-04-11 19:00:00,1
12917,18,어서와 한국은 처음이지?,MBC Every1,134,2020-04-09,예능,케이블,2020-04-11 19:00:00,1
12918,19,미운 우리 새끼,SBS,184,2020-04-05,예능,지상파,2020-04-11 19:00:00,1
12919,20,유별나! 문셰프,채널A,5,2020-04-10,드라마,종편,2020-04-11 19:00:00,1
12920,21,아무도 모른다,SBS,12,2020-04-07,드라마,지상파,2020-04-11 19:00:00,1
12921,22,전지적 참견시점,MBC,98,2020-04-04,예능,지상파,2020-04-11 19:00:00,1
12922,23,쇼! 음악중심,MBC,675,2020-04-11,예능,지상파,2020-04-11 19:00:00,1
12923,24,연애의 참견3,KBS JOY,14,2020-04-07,예능,케이블,2020-04-11 19:00:00,1
12924,25,한 번 다녀왔습니다,KBS 2TV,7-8,2020-04-05,드라마,지상파,2020-04-11 19:00:00,1
12925,26,모던 패밀리,MBN,58,2020-04-10,예능,종편,2020-04-11 19:00:00,1
12926,27,구해줘! 홈즈,MBC,52,2020-04-05,예능,지상파,2020-04-11 19:00:00,1
12927,28,편애중계,MBC,22,2020-04-10,예능,지상파,2020-04-11 19:00:00,1
12928,29,트롯신이 떴다,SBS,6,2020-04-08,예능,지상파,2020-04-11 19:00:00,1
12929,30,365 : 운명을 거스르는 1년,MBC,11-12,2020-04-07,드라마,지상파,2020-04-11 19:00:00,1
12930,31,친한 예능,MBN,13,2020-04-11,예능,종편,2020-04-11 19:00:00,1
12931,32,공부가 머니?,MBC,23,2020-04-10,예능,지상파,2020-04-11 19:00:00,1
12932,33,동상이몽2_너는 내 운명,SBS,140,2020-04-06,예능,지상파,2020-04-11 19:00:00,1
12933,34,꽃길만 걸어요,KBS 1TV,119,2020-04-10,드라마,지상파,2020-04-11 19:00:00,1
12934,35,개는 훌륭하다,KBS 2TV,22,2020-04-06,예능,지상파,2020-04-11 19:00:00,1
12935,36,그것이 알고싶다,SBS,1209,2020-04-04,시사교양,지상파,2020-04-11 19:00:00,1
12936,37,개그 콘서트,KBS 2TV,1042,2020-04-10,예능,지상파,2020-04-11 19:00:00,1
12937,38,맛 좀 보실래요,SBS,109,2020-04-10,드라마,지상파,2020-04-11 19:00:00,1
12938,39,일일드라마 위험한 약속,KBS 2TV,10,2020-04-10,드라마,지상파,2020-04-11 19:00:00,1
12939,40,실화탐사대,MBC,76,2020-04-08,시사교양,지상파,2020-04-11 19:00:00,1
12940,41,불타는 청춘,SBS,248,2020-04-07,예능,지상파,2020-04-11 19:00:00,1
12941,42,유희열의 스케치북,KBS 2TV,486,2020-04-10,예능,지상파,2020-04-11 19:00:00,1
12942,43,1박2일 시즌4,KBS 2TV,18,2020-04-05,예능,지상파,2020-04-11 19:00:00,1
12943,44,사장님 귀는 당나귀 귀,KBS 2TV,50,2020-04-05,예능,지상파,2020-04-11 19:00:00,1
12944,45,어서와,KBS 2TV,11-12,2020-04-09,드라마,지상파,2020-04-11 19:00:00,1
12945,46,미스터트롯의 맛,TV CHOSUN,2,2020-03-26,예능,종편,2020-04-11 19:00:00,1
12946,47,라스트싱어,MBN,4,2020-04-09,예능,종편,2020-04-11 19:00:00,1
